"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8682","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8763","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_delete_account","",""
"","0","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_create_account_no_balance","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8414","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11192","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-07-20","broken","2026-07-20","","test_change_name","",""
"","31341","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_empty_accounts","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","0","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_create_account_max_balance","",""
"","1844","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-03","broken","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"","36735","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_name_too_long","",""
"WAL-T148: Начальная страница регистрации","7698","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","0","test_user_can_navigate_to_debit_accounts_and_see_empty_state","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_empty_accounts","",""
"","0","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_create_account_only_with_icon","",""
"Проверка регистрации через Макс (в новой вкладке)","70178","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","broken","2026-09-03","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","9820","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","7559","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","14104","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-09-03","skipped","2026-09-03","TestWebRegistration","test_registration","",""
"","0","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-03","broken","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"","0","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-03","broken","2026-09-03","","test_account_name_too_long","",""
"Проверка регистрации через Telegram","51228","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","21134","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-03","failed","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"","33625","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-03","broken","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"","0","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-03","broken","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7702","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-03","broken","2026-09-03","","test_change_name","",""
"Проверка регистрации через Макс (в новой вкладке)","8578","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","9713","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","12933","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-09-03","passed","2026-09-03","","test_login","",""
"Проверка регистрации через Яндекс (в новом окне)","9872","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-03","passed","2026-09-03","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_delete_account","",""
"","0","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-03","broken","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
"","18908","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-03","passed","2026-09-03","TestAccumulationTransfers","test_accumulation_transfers","",""
