"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5845","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_required_fields","",""
"","6610","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_no_balance","",""
"","7860","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_name_too_long","",""
"","6775","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-17","passed","2026-09-17","","test_change_name","",""
"","190017","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","13957","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","6333","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-17","passed","2026-09-17","","test_change_name","",""
"","13616","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","","test_login","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9157","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","12109","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","12499","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9000","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","5576","[WAL-T518] Проверка полей формы создания транзакции на расход и ошибки при незаполненных обязательных полях","tests.transactions.expenses","2026-09-17","passed","2026-09-17","","test_create_expense_transaction_validation","",""
"","190870","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","3920","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","9897","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_max_balance","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9834","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","15454","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-09-17","skipped","2026-09-17","TestWebRegistration","test_registration","",""
"","703","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_empty_accounts","",""
"","1912","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_empty_state_visual","",""
"","3707","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"Проверка регистрации через Макс (в новой вкладке)","10166","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","11994","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9409","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","18937","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","33197","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"Проверка регистрации через Яндекс (в новом окне)","12403","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","14643","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","","test_login","",""
"","8404","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_delete_account","",""
"","18692","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
