"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9085","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_empty_state_visual","",""
"","0","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_only_with_icon","",""
"Проверка регистрации через Макс (в новой вкладке)","8187","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_delete_account","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","6904","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","34761","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_only_with_icon","",""
"","39392","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_required_fields","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_delete_account","",""
"","0","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_required_fields","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","7574","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11818","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","12257","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","","test_login","",""
"WAL-T232: Проверка регистрации через соц сети","8204","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","11417","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","9792","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","11296","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","36432","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_max_balance","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11013","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7241","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","22786","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-07-20","failed","2026-07-20","","test_account_empty_state_visual","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8509","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","14635","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-25","skipped","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","13728","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","8550","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","34439","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_no_balance","",""
"Проверка регистрации через Макс (в новой вкладке)","7824","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_no_balance","",""
"","36735","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_name_too_long","",""
