"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34439","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_no_balance","",""
"","0","test_user_can_navigate_to_debit_accounts_and_see_empty_state","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_empty_accounts","",""
"","0","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_no_balance","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"Проверка регистрации через Telegram","9318","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-25","broken","2026-08-25","","test_change_name","",""
"","36735","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_name_too_long","",""
"Проверка регистрации через Макс (в новой вкладке)","9753","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_delete_account","",""
"WAL-T232: Проверка регистрации через соц сети","8857","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","10149","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","7820","test_wal_t148_initial_registration_page[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","8211","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","0","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_required_fields","",""
"","0","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_max_balance","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7064","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","7597","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","31341","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_empty_accounts","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8525","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
