"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10235","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-24","failed","2026-08-24","","test_account_empty_state_visual","",""
"","120097","test_user_can_login_successfully[https://qa.profinansy.dev]","tests.auth","2026-08-24","broken","2026-08-24","","test_login","",""
"WAL-T442: Регистрация через уже использованную почту","12705","test_wal_t442_already_used_email[https://qa.profinansy.dev]","tests.auth","2026-08-24","skipped","2026-08-24","TestWebRegistration","test_registration","",""
"","0","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_create_account_only_with_icon","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","14341","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","","test_login","",""
"","0","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_account_name_too_long","",""
"WAL-T442: Регистрация через уже использованную почту","12703","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-24","skipped","2026-08-24","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","11639","test_registration_via_yandex[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"","13814","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-24","passed","2026-08-24","","test_create_account_no_balance","",""
"WAL-T232: Проверка регистрации через соц сети","11518","test_wal_t232_registration_via_social_networks[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","11037","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9279","test_wal_t303_empty_email[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9500","test_wal_t304_email_without_at_symbol[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"","0","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_account_required_fields","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8102","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_delete_account","",""
"","0","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_create_account_no_balance","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","9156","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-24","passed","2026-08-24","","test_change_name","",""
"WAL-T148: Начальная страница регистрации","9318","test_wal_t148_initial_registration_page[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9346","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","12257","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"","0","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://qa.profinansy.dev]","tests.debit_accounts.creation","2026-08-24","broken","2026-08-24","","test_empty_accounts","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9564","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","10617","test_registration_via_max[https://qa.profinansy.dev]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","9569","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-24","passed","2026-08-24","TestWebRegistration","test_registration","",""
