"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"WAL-T148: Начальная страница регистрации","8918","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","5481","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_account_required_fields","",""
"","9674","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_max_balance","",""
"Проверка регистрации через Telegram","9541","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","9211","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_max_balance","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","7563","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","10647","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","17755","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-09-16","skipped","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8487","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","11822","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_only_with_icon","",""
"","4744","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_account_name_too_long","",""
"Проверка регистрации через Яндекс (в новом окне)","10799","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","18845","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","3100","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_empty_accounts","",""
"","18189","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","1731","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-16","failed","2026-09-16","","test_account_empty_state_visual","",""
"","5371","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_account_required_fields","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","12019","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","6044","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_no_balance","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8517","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","8283","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8140","test_wal_t305_cyrillic_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","15164","test_wal_t442_already_used_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","skipped","2026-09-16","TestWebRegistration","test_registration","",""
"","33159","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-16","broken","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","12201","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","","test_login","",""
"","647","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://frontend.qa.profinansy.dev]","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_empty_accounts","",""
"","6256","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_no_balance","",""
"","20934","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-16","failed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","12472","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","","test_login","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8903","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11145","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","32490","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-16","broken","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","185725","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","33016","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-16","broken","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8793","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8386","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","11091","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","6522","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-16","passed","2026-09-16","","test_change_name","",""
"Проверка регистрации через Яндекс (в новом окне)","10484","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","20994","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-16","failed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","1778","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_account_empty_state_visual","",""
"","18823","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T148: Начальная страница регистрации","9413","test_wal_t148_initial_registration_page[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","186078","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
